,0,1,2,3,4,5
2018-01-01 00:00:00,-0.000597426158243956,-0.05273994294903507,0.1310928421004897,0.19058465958806237,0.026319768592030838,-0.02289475223501884
2018-01-01 01:00:00,0.183836380699741,0.13592765508591897,-0.02967215468553186,0.32012601854056044,0.5228176121139507,0.29772903222238256
2018-01-01 02:00:00,0.497168988556095,0.43222547126197586,0.38520603864794384,0.5526091331878905,0.6759162184450538,0.5553592898777724
2018-01-01 03:00:00,0.6775737817229217,0.6392755638891492,0.7125791854997474,0.7352561127483088,0.9167872349199901,0.8182215314478821
2018-01-01 04:00:00,0.9578842285300133,0.9631790278565733,0.9110481190166878,0.9337555756213393,1.0537390186060047,0.9694179728297163
2018-01-01 05:00:00,1.1664277206151157,0.990822092363688,1.214208965368675,1.2682927931687624,1.2651513249346302,1.0667311810768343
2018-01-01 06:00:00,1.1578085622095258,1.0853633538381995,1.209866598481378,1.1778532290146548,1.2495204644592999,1.250905465204831
2018-01-01 07:00:00,1.0979175323834613,1.0528131593408538,1.1167567642394194,1.0808985808846678,1.1524299710034258,1.2420017815626514
2018-01-01 08:00:00,1.101257858676233,0.9990944198146741,1.1239491078208184,1.059941377925353,0.9991844608039937,1.1340703307385929
2018-01-01 09:00:00,1.0387501854838534,0.9670531620532287,0.9450404951704763,0.8589479584033077,1.0086382997109178,1.1515148516214946
2018-01-01 10:00:00,0.5638280448032127,0.7965277275177219,0.701231884844256,0.6782621662830626,0.6251726747324851,0.6703335451060999
2018-01-01 11:00:00,0.3571258943261628,0.4612341014118472,0.4561511283594319,0.43744306625588963,0.25637392544702076,0.3738116441001806
2018-01-01 12:00:00,0.20748629712507127,0.29871698688493287,0.2491221702721872,0.32666076709721,0.1326057866440007,0.014863450358868418
2018-01-01 13:00:00,0.06405247457294405,-0.13047349830642316,-0.1095617216620535,0.06773396709163021,0.04118004530358582,-0.17318086556139242
2018-01-01 14:00:00,-0.17336161152150292,-0.17336161152150292,-0.21817297286093051,-0.17336161152150292,-0.17336161152150292,-0.1932898926691647
2018-01-01 15:00:00,-0.44707802369372596,-0.3801713665455913,-0.46211219916053403,-0.4293555344690173,-0.4969118169889217,-0.41361036378058164
2018-01-01 16:00:00,-0.5385806789201253,-0.588322694725929,-0.5689282999963329,-0.5970183280310186,-0.70452297453849,-0.238717842870102
2018-01-01 17:00:00,-0.6377782254580371,-0.7554840987754812,-0.7515362649836734,-0.6377782254580371,-0.7243212030677125,-0.6377782254580371
2018-01-01 18:00:00,-0.748311294296744,-0.7922394618258931,-0.744369662806425,-0.7371454765863608,-0.6709938439831922,-0.6709938439831922
2018-01-01 19:00:00,-0.6359605920958613,-0.7634245763738085,-0.6359605920958613,-0.6989622131088757,-0.749166483804028,-0.6887726752550398
2018-01-01 20:00:00,-0.5993154037251281,-0.5634019763107954,-0.5350694643832334,-0.5745355018736886,-0.6105367147558243,-0.5412908615044982
2018-01-01 21:00:00,-0.6350013465813245,-0.5714609617571769,-0.4445328602365639,-0.5804919182618299,-0.5124490150873154,-0.3752062087351173
